review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_id,step_id,applies_to_step_id,regions,strength,confidence,message,source_sheet,source_cell,review_decision,final_rule_type,final_effect,normalized_payload,reviewer,reviewed_at,review_notes
review:0073,DRX-Compass FMT WW!F110:6701726:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701726,fmt_step_9b,,,hard_block,0.6,Only be selected when use DRX or Focus HD detector,DRX-Compass FMT WW,F110,,review_needed,review_needed,,,,
review:0074,DRX-Compass FMT WW!D111:8621807:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621807,fmt_step_9b,,,unknown,0.6,DRX Intermix Bucky for WS Right,DRX-Compass FMT WW,D111,,detector_bucky_compatibility,hard_block,,,,
review:0075,DRX-Compass FMT WW!E111:8621807:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621807,fmt_step_9b,,,hard_block,0.6,Use Only With Other DRX Detector,DRX-Compass FMT WW,E111,,review_needed,review_needed,,,,
review:0076,DRX-Compass FMT WW!F111:8621807:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621807,fmt_step_9b,,,hard_block,0.6,Only be selected when use DRX or Focus HD detector,DRX-Compass FMT WW,F111,,review_needed,review_needed,,,,
review:0077,DRX-Compass FMT WW!D112:8621906:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621906,fmt_step_9b,,,unknown,0.6,DRX WOD Bucky for WS Left,DRX-Compass FMT WW,D112,,detector_bucky_compatibility,hard_block,,,,
review:0078,DRX-Compass FMT WW!E112:8621906:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621906,fmt_step_9b,,,hard_block,0.6,Use Only With Other DRX Detector,DRX-Compass FMT WW,E112,,review_needed,review_needed,,,,
review:0079,DRX-Compass FMT WW!F112:8621906:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621906,fmt_step_9b,,,hard_block,0.6,Only be selected when use DRX or Focus HD detector,DRX-Compass FMT WW,F112,,review_needed,review_needed,,,,
review:0080,DRX-Compass FMT WW!D113:8621815:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621815,fmt_step_9b,,,unknown,0.6,Focus 35C Bucky for WS Left,DRX-Compass FMT WW,D113,,detector_bucky_compatibility,hard_block,,,,
review:0081,DRX-Compass FMT WW!E113:8621815:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621815,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E113,,review_needed,review_needed,,,,
review:0082,DRX-Compass FMT WW!F113:8621815:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621815,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F113,,review_needed,review_needed,,,,
review:0083,DRX-Compass FMT WW!D114:8621823:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621823,fmt_step_9b,,,unknown,0.6,Focus 35C Bucky for WS Right,DRX-Compass FMT WW,D114,,detector_bucky_compatibility,hard_block,,,,
review:0084,DRX-Compass FMT WW!E114:8621823:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621823,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E114,,review_needed,review_needed,,,,
review:0085,DRX-Compass FMT WW!F114:8621823:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621823,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F114,,review_needed,review_needed,,,,
review:0086,DRX-Compass FMT WW!D115:8621831:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621831,fmt_step_9b,,,unknown,0.6,Focus 43C Bucky for WS Left,DRX-Compass FMT WW,D115,,detector_bucky_compatibility,hard_block,,,,
review:0087,DRX-Compass FMT WW!E115:8621831:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621831,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E115,,review_needed,review_needed,,,,
review:0088,DRX-Compass FMT WW!F115:8621831:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621831,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F115,,review_needed,review_needed,,,,
review:0089,DRX-Compass FMT WW!D116:8621856:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621856,fmt_step_9b,,,unknown,0.6,Focus 43C Bucky for WS Right,DRX-Compass FMT WW,D116,,detector_bucky_compatibility,hard_block,,,,
review:0090,DRX-Compass FMT WW!E116:8621856:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621856,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E116,,review_needed,review_needed,,,,
review:0091,DRX-Compass FMT WW!F116:8621856:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621856,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F116,,review_needed,review_needed,,,,
review:0092,DRX-Compass FMT WW!D117:8621864:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621864,fmt_step_9b,,,unknown,0.6,Focus Intermix Bucky for WS Left,DRX-Compass FMT WW,D117,,detector_bucky_compatibility,hard_block,,,,
review:0093,DRX-Compass FMT WW!E117:8621864:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621864,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E117,,review_needed,review_needed,,,,
review:0094,DRX-Compass FMT WW!F117:8621864:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621864,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F117,,review_needed,review_needed,,,,
review:0095,DRX-Compass FMT WW!D118:8621872:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621872,fmt_step_9b,,,unknown,0.6,Focus Intermix Bucky for WS Right,DRX-Compass FMT WW,D118,,detector_bucky_compatibility,hard_block,,,,
